epoch,train_loss,val_loss,train_f1_macro,val_f1_macro,lr,batch_size,arch,weight_decay,dropout,seed,batch_size_from_dir,lr_from_dir,run_name,run_dir
21,0.5819197772026062,0.8589589203198751,0.8047761177192754,0.711854150461903,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
22,0.5647295948664347,0.8054096442540487,0.8273121520818446,0.7231841118759537,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
23,0.5491829586452908,0.8529794673389859,0.8171149806588908,0.7106226865198132,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
24,0.5347188627031114,0.8092824783537123,0.8406810864346665,0.722139735472065,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
25,0.5169527240223355,0.84270311027103,0.8372795229301702,0.7181772249033084,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
0,1.7653952336205376,1.5985195608986749,0.4034207597413474,0.3995292656976631,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
1,1.4011684630499943,1.3439756056043837,0.5080748077001049,0.499650137469174,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
2,1.235079608959622,1.1837829516092937,0.5816267982112671,0.5644980533022821,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
3,1.1288371742884318,1.1729853844271765,0.5930957157121857,0.5738795095811035,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
4,1.0589183864805434,1.1665456478542753,0.6010310845258384,0.5783821571828912,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
5,0.992378406270345,1.123381725226508,0.620755566702178,0.5942706676043689,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
6,0.9446385272767808,0.9764647760285272,0.6841537609644021,0.6520964979479305,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
7,0.8922232256147596,0.9191737118615044,0.7086180628143359,0.6695300312480812,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
8,0.8588402691099378,0.9880286881897185,0.682315982953064,0.6435872100500576,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
9,0.8213778908835517,0.9683448195404476,0.7074845554216407,0.663790320854592,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
10,0.7903741798824734,0.8548615676561991,0.7440926982935141,0.6940401736502464,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
11,0.7625358435312907,0.8737411765840318,0.7475636751821434,0.6895755863550367,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
12,0.7287228226555719,0.8359158662584093,0.7682004608855827,0.7051727488145395,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
13,0.7076157969156901,0.8225947903633117,0.7762814997584189,0.7083630934972801,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
14,0.6777913069407145,0.8471032091882493,0.7770283412060114,0.7085795460599014,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
15,0.6573753941218058,0.8216638455179003,0.7892344235668706,0.7102517626846128,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
16,0.6282150911755032,0.8313770775053236,0.790231105655556,0.704483908653502,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
17,0.6107600178082784,0.8224197242101033,0.8143558869687618,0.722359926048308,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
18,0.5867824197133382,0.8385147358258566,0.8013493771588734,0.7118087845634572,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
19,0.5690044583850437,0.8251790164205763,0.8193709236524358,0.7163131601310968,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
20,0.5472631239361233,0.8278915689786275,0.8264818766326505,0.716810486759162,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
21,0.5343743949678209,0.8401943097326491,0.8326905868422545,0.7174333778757729,0.01,128,mbv2,0,0.2,42,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_42
